"Crop","Season","State","Area","Production","Annual_Rainfall","Fertilizer","Pesticide","Yield"
"Horse-gram","Kharif     ","Jammu and Kashmir","192","67","1572.6","30318.72","63.36","0.371666667"
"Maize","Kharif     ","Jammu and Kashmir","293858","523609","1572.6","46403116.78","96973.14","1.5905"
"Moong(Green Gram)","Kharif     ","Jammu and Kashmir","345","148","1572.6","54478.95","113.85","0.50625"
"Moth","Kharif     ","Jammu and Kashmir","1071","786","1572.6","169121.61","353.43","0.774285714"
"Onion","Kharif     ","Jammu and Kashmir","42","22","1572.6","6632.22","13.86","0.6"
"Other Cereals","Kharif     ","Jammu and Kashmir","392","197","1572.6","61900.72","129.36","0.535714286"
"Other Kharif pulses","Kharif     ","Jammu and Kashmir","4154","3333","1572.6","655958.14","1370.82","0.820833333"
"Peas & beans (Pulses)","Kharif     ","Jammu and Kashmir","253","1069","1572.6","39951.23","83.49","3.56"
"Potato","Kharif     ","Jammu and Kashmir","1710","12150","1572.6","270026.1","564.3","5.697333333"
"Rice","Kharif     ","Jammu and Kashmir","304503","646362","1572.6","48084068.73","100485.99","2.05"
"Sannhamp","Kharif     ","Jammu and Kashmir","6","5","1572.6","947.46","1.98","0.775"
"Sesamum","Kharif     ","Jammu and Kashmir","3739","1534","1572.6","590425.49","1233.87","0.436666667"
"Small millets","Kharif     ","Jammu and Kashmir","3315","1604","1572.6","523471.65","1093.95","0.454444444"
"Sugarcane","Kharif     ","Jammu and Kashmir","193","290","1572.6","30476.63","63.69","1.5"
"Turmeric","Kharif     ","Jammu and Kashmir","9","9","1572.6","1421.19","2.97","1"
"Urad","Kharif     ","Jammu and Kashmir","6457","2180","1572.6","1019624.87","2130.81","0.403333333"
"Bajra","Kharif     ","Delhi","1487","3278","747.1","227882.75","520.45","2.2"
"Barley","Kharif     ","Delhi","68","184","747.1","10421","23.8","2.71"
"Jowar","Kharif     ","Delhi","3193","3065","747.1","489327.25","1117.55","0.96"
"Maize","Kharif     ","Delhi","34","174","747.1","5210.5","11.9","5.12"
"Rice","Kharif     ","Delhi","5973","17260","747.1","915362.25","2090.55","2.89"
"Bajra","Kharif     ","Jammu and Kashmir","13730","8164","902.8","2104122.5","4805.5","0.602857143"
"Barley","Kharif     ","Jammu and Kashmir","189","67","902.8","28964.25","66.15","0.35"
"Cotton(lint)","Kharif     ","Jammu and Kashmir","4","2","902.8","613","1.4","0.5"
"Cowpea(Lobia)","Kharif     ","Jammu and Kashmir","256","51","902.8","39232","89.6","0.2"
"Dry chillies","Kharif     ","Jammu and Kashmir","646","531","902.8","98999.5","226.1","0.839166667"
"Ginger","Kharif     ","Jammu and Kashmir","23","47","902.8","3524.75","8.05","1.976666667"
"Horse-gram","Kharif     ","Jammu and Kashmir","798","280","902.8","122293.5","279.3","0.363333333"
"Maize","Kharif     ","Jammu and Kashmir","295174","541120","902.8","45235415.5","103310.9","1.6325"
"Moong(Green Gram)","Kharif     ","Jammu and Kashmir","806","461","902.8","123519.5","282.1","0.502727273"
"Moth","Kharif     ","Jammu and Kashmir","1111","807","902.8","170260.75","388.85","0.692"
"Onion","Kharif     ","Jammu and Kashmir","16","8","902.8","2452","5.6","0.5"
"Other Cereals","Kharif     ","Jammu and Kashmir","2762","1381","902.8","423276.5","966.7","0.513333333"
"Other Kharif pulses","Kharif     ","Jammu and Kashmir","3780","2698","902.8","579285","1323","0.666428571"
"Peas & beans (Pulses)","Kharif     ","Jammu and Kashmir","210","1010","902.8","32182.5","73.5","3.82"
"Potato","Kharif     ","Jammu and Kashmir","1692","12399","902.8","259299","592.2","7.245"
"Rice","Kharif     ","Jammu and Kashmir","283443","572213","902.8","43437639.75","99205.05","2.0255"
"Sannhamp","Kharif     ","Jammu and Kashmir","25","22","902.8","3831.25","8.75","0.806666667"
"Sesamum","Kharif     ","Jammu and Kashmir","5747","2497","902.8","880727.75","2011.45","0.432857143"
"Small millets","Kharif     ","Jammu and Kashmir","3382","1650","902.8","518291.5","1183.7","0.503"
"Sugarcane","Kharif     ","Jammu and Kashmir","45","68","902.8","6896.25","15.75","1.5"
"Turmeric","Kharif     ","Jammu and Kashmir","14","14","902.8","2145.5","4.9","1"
"Urad","Kharif     ","Jammu and Kashmir","9636","3288","902.8","1476717","3372.6","0.375"
"Bajra","Kharif     ","Delhi","1502","3256","533.7","236474.88","570.76","2.17"
"Barley","Kharif     ","Delhi","70","181","533.7","11020.8","26.6","2.59"
"Jowar","Kharif     ","Delhi","3201","3035","533.7","503965.44","1216.38","0.95"
"Maize","Kharif     ","Delhi","36","174","533.7","5667.84","13.68","4.83"
"Rice","Kharif     ","Delhi","5854","16837","533.7","921653.76","2224.52","2.88"
"Bajra","Kharif     ","Jammu and Kashmir","12448","7403","1279.1","1959813.12","4730.24","0.602857143"
"Barley","Kharif     ","Jammu and Kashmir","93","33","1279.1","14641.92","35.34","0.354"
"Cotton(lint)","Kharif     ","Jammu and Kashmir","5","3","1279.1","787.2","1.9","0.52"
"Dry chillies","Kharif     ","Jammu and Kashmir","664","557","1279.1","104540.16","252.32","0.862727273"
"Ginger","Kharif     ","Jammu and Kashmir","25","51","1279.1","3936","9.5","2.0225"
"Gram","Kharif     ","Jammu and Kashmir","23","5","1279.1","3621.12","8.74","0.21"
"Horse-gram","Kharif     ","Jammu and Kashmir","1106","473","1279.1","174128.64","420.28","0.423333333"
"Jowar","Kharif     ","Jammu and Kashmir","63","38","1279.1","9918.72","23.94","0.6"
"Maize","Kharif     ","Jammu and Kashmir","302516","546169","1279.1","47628119.04","114956.08","1.534"
"Masoor","Kharif     ","Jammu and Kashmir","210","116","1279.1","33062.4","79.8","1.125"
"Moong(Green Gram)","Kharif     ","Jammu and Kashmir","614","237","1279.1","96668.16","233.32","0.478571429"
"Moth","Kharif     ","Jammu and Kashmir","1119","833","1279.1","176175.36","425.22","0.7375"
"Onion","Kharif     ","Jammu and Kashmir","57","29","1279.1","8974.08","21.66","0.5"
"Other Cereals","Kharif     ","Jammu and Kashmir","2395","1253","1279.1","377068.8","910.1","2.171666667"
"Other Kharif pulses","Kharif     ","Jammu and Kashmir","3711","2884","1279.1","584259.84","1410.18","0.596428571"
"Peas & beans (Pulses)","Kharif     ","Jammu and Kashmir","240","1174","1279.1","37785.6","91.2","4.13"
"Potato","Kharif     ","Jammu and Kashmir","1897","20476","1279.1","298663.68","720.86","11.97529412"
"Ragi","Kharif     ","Jammu and Kashmir","238","126","1279.1","37470.72","90.44","0.566666667"
"Rice","Kharif     ","Jammu and Kashmir","273582","663755","1279.1","43072750.08","103961.16","2.31"
"Sannhamp","Kharif     ","Jammu and Kashmir","35","32","1279.1","5510.4","13.3","0.82"
"Sesamum","Kharif     ","Jammu and Kashmir","4326","1762","1279.1","681085.44","1643.88","0.421666667"
"Small millets","Kharif     ","Jammu and Kashmir","3681","1801","1279.1","579536.64","1398.78","0.441"
"Tobacco","Kharif     ","Jammu and Kashmir","2","1","1279.1","314.88","0.76","0.4"
"Turmeric","Kharif     ","Jammu and Kashmir","9","9","1279.1","1416.96","3.42","1.006666667"
"Urad","Kharif     ","Jammu and Kashmir","10256","3468","1279.1","1614704.64","3897.28","0.371818182"
"other oilseeds","Kharif     ","Jammu and Kashmir","6","3","1279.1","944.64","2.28","0.5"
"Bajra","Kharif     ","Delhi","1478","3249","678.5","239731.6","517.3","2.2"
"Barley","Kharif     ","Delhi","59","172","678.5","9569.8","20.65","2.92"
"Jowar","Kharif     ","Delhi","3155","3032","678.5","511741","1104.25","0.96"
"Maize","Kharif     ","Delhi","20","102","678.5","3244","7","5.1"
"Rice","Kharif     ","Delhi","5848","16826","678.5","948545.6","2046.8","2.88"
"Bajra","Kharif     ","Jammu and Kashmir","19792","11769","1016.3","3210262.4","6927.2","0.603333333"
"Barley","Kharif     ","Jammu and Kashmir","441","155","1016.3","71530.2","154.35","0.35"
"Dry chillies","Kharif     ","Jammu and Kashmir","672","539","1016.3","108998.4","235.2","0.863636364"
"Ginger","Kharif     ","Jammu and Kashmir","27","54","1016.3","4379.4","9.45","1.983333333"
"Horse-gram","Kharif     ","Jammu and Kashmir","777","334","1016.3","126029.4","271.95","0.428333333"
"Maize","Kharif     ","Jammu and Kashmir","262353","574380","1016.3","42553656.6","91823.55","1.949"
"Masoor","Kharif     ","Jammu and Kashmir","210","116","1016.3","34062","73.5","1.125"
"Moong(Green Gram)","Kharif     ","Jammu and Kashmir","381","166","1016.3","61798.2","133.35","0.48"
"Moth","Kharif     ","Jammu and Kashmir","1124","822","1016.3","182312.8","393.4","0.73875"
"Onion","Kharif     ","Jammu and Kashmir","17","9","1016.3","2757.4","5.95","0.5"
"Other Cereals","Kharif     ","Jammu and Kashmir","92","103","1016.3","14922.4","32.2","2.506"
"Other Kharif pulses","Kharif     ","Jammu and Kashmir","3848","2967","1016.3","624145.6","1346.8","1.170714286"
"Peas & beans (Pulses)","Kharif     ","Jammu and Kashmir","330","1417","1016.3","53526","115.5","3.848333333"
"Potato","Kharif     ","Jammu and Kashmir","1555","18663","1016.3","252221","544.25","13.186875"
"Ragi","Kharif     ","Jammu and Kashmir","159","84","1016.3","25789.8","55.65","0.55"
"Rice","Kharif     ","Jammu and Kashmir","262012","615799","1016.3","42498346.4","91704.2","2.35"
"Sesamum","Kharif     ","Jammu and Kashmir","4422","1808","1016.3","717248.4","1547.7","0.421666667"
"Small millets","Kharif     ","Jammu and Kashmir","1474","680","1016.3","239082.8","515.9","0.455"
"Turmeric","Kharif     ","Jammu and Kashmir","11","11","1016.3","1784.2","3.85","1.003333333"
"Urad","Kharif     ","Jammu and Kashmir","10962","3704","1016.3","1778036.4","3836.7","0.368333333"
"other oilseeds","Kharif     ","Jammu and Kashmir","1","1","1016.3","162.2","0.35","0.5"
"Bajra","Kharif     ","Delhi","1475","4873","546.9","253346","545.75","3.3"
"Barley","Kharif     ","Delhi","60","180","546.9","10305.6","22.2","3"
"Jowar","Kharif     ","Delhi","3150","3150","546.9","541044","1165.5","1"
"Maize","Kharif     ","Delhi","20","102","546.9","3435.2","7.4","5.1"
"Rice","Kharif     ","Delhi","5848","17580","546.9","1004452.48","2163.76","3.01"
"Bajra","Kharif     ","Jammu and Kashmir","9656","5781","1324.1","1658514.56","3572.72","0.603333333"
"Barley","Kharif     ","Jammu and Kashmir","933","330","1324.1","160252.08","345.21","0.35"
"Dry chillies","Kharif     ","Jammu and Kashmir","678","548","1324.1","116453.28","250.86","0.862727273"
"Ginger","Kharif     ","Jammu and Kashmir","19","37","1324.1","3263.44","7.03","1.925"
"Gram","Kharif     ","Jammu and Kashmir","9","3","1324.1","1545.84","3.33","0.3"
"Horse-gram","Kharif     ","Jammu and Kashmir","631","221","1324.1","108380.56","233.47","0.361666667"
"Maize","Kharif     ","Jammu and Kashmir","268669","541451","1324.1","46146587.44","99407.53","1.8985"
"Masoor","Kharif     ","Jammu and Kashmir","213","122","1324.1","36584.88","78.81","1.44"
"Moong(Green Gram)","Kharif     ","Jammu and Kashmir","308","133","1324.1","52902.08","113.96","0.485714286"
"Moth","Kharif     ","Jammu and Kashmir","1169","856","1324.1","200787.44","432.53","0.691"
"Onion","Kharif     ","Jammu and Kashmir","26","13","1324.1","4465.76","9.62","0.335"
"Other Cereals","Kharif     ","Jammu and Kashmir","126","319","1324.1","21641.76","46.62","4.394"
"Other Kharif pulses","Kharif     ","Jammu and Kashmir","4237","3582","1324.1","727747.12","1567.69","1.08"
"Peas & beans (Pulses)","Kharif     ","Jammu and Kashmir","281","1383","1324.1","48264.56","103.97","4.504"
"Potato","Kharif     ","Jammu and Kashmir","1362","14417","1324.1","233937.12","503.94","11.211875"
"Ragi","Kharif     ","Jammu and Kashmir","205","107","1324.1","35210.8","75.85","0.55"
"Rapeseed &Mustard","Kharif     ","Jammu and Kashmir","93","47","1324.1","15973.68","34.41","0.5"
"Rice","Kharif     ","Jammu and Kashmir","280513","587099","1324.1","48180912.88","103789.81","2.0755"
"Sesamum","Kharif     ","Jammu and Kashmir","3825","1565","1324.1","656982","1415.25","0.405"
"Small millets","Kharif     ","Jammu and Kashmir","1683","637","1324.1","289072.08","622.71","0.39125"
"Turmeric","Kharif     ","Jammu and Kashmir","4","4","1324.1","687.04","1.48","1"
"Urad","Kharif     ","Jammu and Kashmir","8315","2802","1324.1","1428184.4","3076.55","0.370909091"
"other oilseeds","Kharif     ","Jammu and Kashmir","2","1","1324.1","343.52","0.74","0.5"
"Maize","Kharif     ","Manipur","6","23","2053.3","571.02","1.86","4.25"
"Onion","Kharif     ","Manipur","2","5","2053.3","190.34","0.62","2.5"
"Other Kharif pulses","Kharif     ","Manipur","13","6","2053.3","1237.21","4.03","0.45"
"Peas & beans (Pulses)","Kharif     ","Manipur","2","1","2053.3","190.34","0.62","0.5"
"Rice","Kharif     ","Manipur","155","348","2053.3","14751.35","48.05","2.075555556"
"Soyabean","Kharif     ","Manipur","5","7","2053.3","475.85","1.55","1.4"
"Cotton(lint)","Kharif     ","Manipur","50","30","2092.7","5306.5","13.5","0.6"
"Ginger","Kharif     ","Manipur","590","970","2092.7","62616.7","159.3","1.627142857"
"Jute","Kharif     ","Manipur","20","40","2092.7","2122.6","5.4","2"
"Maize","Kharif     ","Manipur","4340","10710","2092.7","460604.2","1171.8","2.254"
"Peas & beans (Pulses)","Kharif     ","Manipur","2280","1160","2092.7","241976.4","615.6","0.565"
"Rice","Kharif     ","Manipur","157050","364980","2092.7","16667716.5","42403.5","2.171111111"
"Sesamum","Kharif     ","Manipur","1210","600","2092.7","128417.3","326.7","0.495"
"Soyabean","Kharif     ","Manipur","470","560","2092.7","49881.1","126.9","1.122"
"Cotton(lint)","Kharif     ","Manipur","60","20","1969.7","5890.2","15.6","0.33"
"Ginger","Kharif     ","Manipur","1140","1890","1969.7","111913.8","296.4","1.672857143"
"Maize","Kharif     ","Manipur","4670","10860","1969.7","458453.9","1214.2","2.55"
"Other Kharif pulses","Kharif     ","Manipur","2130","1090","1969.7","209102.1","553.8","0.57375"
"Peas & beans (Pulses)","Kharif     ","Manipur","4060","2130","1969.7","398570.2","1055.6","0.55375"
"Rice","Kharif     ","Manipur","156890","381750","1969.7","15401891.3","40791.4","2.26"
"Sesamum","Kharif     ","Manipur","1260","620","1969.7","123694.2","327.6","0.496666667"
"Cotton(lint)","Kharif     ","Manipur","90","30","2013.1","9191.7","23.4","0.33"
"Ginger","Kharif     ","Manipur","2140","3530","2013.1","218558.2","556.4","1.645"
"Maize","Kharif     ","Manipur","5060","10090","2013.1","516777.8","1315.6","2.0125"
"Other Kharif pulses","Kharif     ","Manipur","1870","950","2013.1","190983.1","486.2","0.517142857"
"Peas & beans (Pulses)","Kharif     ","Manipur","4090","2080","2013.1","417711.7","1063.4","0.53"
"Rice","Kharif     ","Manipur","162570","387270","2013.1","16603274.1","42268.2","2.234444444"
"Sesamum","Kharif     ","Manipur","410","200","2013.1","41873.3","106.6","0.63"
"Ginger","Kharif     ","Manipur","1270","2100","1743.7","120230.9","317.5","1.663333333"
"Maize","Kharif     ","Manipur","3540","8270","1743.7","335131.8","885","2.2"
"Other Kharif pulses","Kharif     ","Manipur","1280","650","1743.7","121177.6","320","0.5175"
"Peas & beans (Pulses)","Kharif     ","Manipur","4110","2100","1743.7","389093.7","1027.5","0.518888889"
"Rice","Kharif     ","Manipur","153110","335700","1743.7","14494923.7","38277.5","2.034444444"
"Sesamum","Kharif     ","Manipur","30","20","1743.7","2840.1","7.5","0.67"
"Soyabean","Kharif     ","Manipur","280","340","1743.7","26507.6","70","1.21"
"Ginger","Kharif     ","Manipur","2480","4090","1613.3","268683.2","520.8","1.73375"
"Maize","Kharif     ","Manipur","3220","8900","1613.3","348854.8","676.2","2.5225"
"Other Kharif pulses","Kharif     ","Manipur","3380","1720","1613.3","366189.2","709.8","0.512857143"
"Peas & beans (Pulses)","Kharif     ","Manipur","5430","2770","1613.3","588286.2","1140.3","0.508888889"
"Rice","Kharif     ","Manipur","176310","435930","1613.3","19101425.4","37025.1","2.327777778"
"Sesamum","Kharif     ","Manipur","1930","950","1613.3","209096.2","405.3","0.46"
"Soyabean","Kharif     ","Manipur","420","500","1613.3","45502.8","88.2","1.133333333"
"Cotton(lint)","Kharif     ","Puducherry","731","526","1434.5875","79196.54","153.51","0.725"
"Groundnut","Kharif     ","Puducherry","1632","3157","1434.5875","176810.88","342.72","1.135"
"Other Cereals","Kharif     ","Puducherry","219","563","1434.5875","23726.46","45.99","2.57"
"Other Kharif pulses","Kharif     ","Puducherry","55","51","1434.5875","5958.7","11.55","0.93"
"Ragi","Kharif     ","Puducherry","104","166","1434.5875","11267.36","21.84","1.3"
"Sesamum","Kharif     ","Puducherry","142","105","1434.5875","15384.28","29.82","0.445"
"Small millets","Kharif     ","Puducherry","6","7","1434.5875","650.04","1.26","1.17"
"Ginger","Kharif     ","Manipur","2240","3700","1585.4","268620.8","470.4","1.684285714"
"Maize","Kharif     ","Manipur","2850","7940","1585.4","341772","598.5","2.56"
"Other Kharif pulses","Kharif     ","Manipur","3100","1580","1585.4","371752","651","0.581428571"
"Peas & beans (Pulses)","Kharif     ","Manipur","5490","2800","1585.4","658360.8","1152.9","0.524444444"
"Rice","Kharif     ","Manipur","166260","386070","1585.4","19937899.2","34914.6","2.238888889"
"Sesamum","Kharif     ","Manipur","1150","570","1585.4","137908","241.5","0.496666667"
"Soyabean","Kharif     ","Manipur","170","200","1585.4","20386.4","35.7","1.0525"
"Cotton(lint)","Kharif     ","Puducherry","183","133","1434.5875","21945.36","38.43","0.755"
"Groundnut","Kharif     ","Puducherry","1175","2302","1434.5875","140906","246.75","1.84"
"Other Cereals","Kharif     ","Puducherry","86","166","1434.5875","10313.12","18.06","1.93"
"Other Kharif pulses","Kharif     ","Puducherry","22","19","1434.5875","2638.24","4.62","0.7"
"Ragi","Kharif     ","Puducherry","56","101","1434.5875","6715.52","11.76","1.8"
"Sesamum","Kharif     ","Puducherry","132","85","1434.5875","15829.44","27.72","0.356666667"
"Small millets","Kharif     ","Puducherry","1","1","1434.5875","119.92","0.21","1"
"Cotton(lint)","Kharif     ","Manipur","210","70","1533.561905","26819.1","46.2","0.33"
"Ginger","Kharif     ","Manipur","4260","7030","1533.561905","544044.6","937.2","1.671428571"
"Maize","Kharif     ","Manipur","3340","8270","1533.561905","426551.4","734.8","2.48"
"Other Kharif pulses","Kharif     ","Manipur","3710","1890","1533.561905","473804.1","816.2","0.568571429"
"Peas & beans (Pulses)","Kharif     ","Manipur","6560","3350","1533.561905","837777.6","1443.2","0.512222222"
"Rice","Kharif     ","Manipur","165370","389170","1533.561905","21119402.7","36381.4","2.276666667"
